Label	x	y	claim	opposite_perspective	perspective	opposite_claim
1	0	0	There is a need for developing tactical nuclear weapons	The US must not protect the international community.	The US must protect the international community.	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	The US military is not needed to ensure peace.	The US military is needed to ensure peace.	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	Nuclear waste disposal is not rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  	Nuclear waste disposal is rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Disarmament is not impossible, rendering efforts to disarm pointless and simply wasteful	Disarmament is impossible, rendering efforts to disarm pointless and simply wasteful	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Abolishment is not an unrealistic goal	Abolishment is an unrealistic goal	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Small countries would not be able to pursue their independence without having to rely on larger countries.	Small countries would be able to pursue their independence without having to rely on larger countries.	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Disarmament would not actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.	Disarmament would actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Small countries would not no longer need the protection of larger ones, so could become more politically independent.	Small countries would no longer need the protection of larger ones, so could become more politically independent.	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Disarmament would not actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.	Disarmament would actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Disarmament would not actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed	Disarmament would actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Thus the super power model will not be broken and small countries will be finally given the chance to have political independence without the need of protection from a ‘big brother’.	Thus the super power model will be broken and small countries will be finally given the chance to have political independence without the need of protection from a ‘big brother’.	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	The abolition of nuclear weapons would not actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons	The abolition of nuclear weapons would actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	Proliferation of nuclear weapons decrease the chances of nuclear accidents	Proliferation of nuclear weapons increases the chances of nuclear accidents	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	Nuclear weapons can not fall into the wrong hands.	Nuclear weapons can fall into the wrong hands.	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	States will not give terrorists nuclear weapons	States will give terrorists nuclear weapons	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	It's conceivable that the wrong people will not have the weapons.	It's conceivable that the wrong people will have the weapons.	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	The nukes can not end up being used against us.	The nukes can end up being used against us.	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	Terrorists will not steal nuclear weapons from poorly guarded arsenals	Terrorists will steal nuclear weapons from poorly guarded arsenals	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	It is not immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims	It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	All the people worldwide don't have the same rights and are equal to one another.	All the people worldwide have the same rights and are equal to one another. 	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	The pursuit of nuclear defence (respectively the possession of nuclear weapons) by less countries is a guarantee for peace.	The pursuit of nuclear defence (respectively the possession of nuclear weapons) by more countries is a guarantee for peace. 	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	any conflict will not rapidly de-escalate	any conflict will rapidly de-escalate	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Nuclear weapons will not rapidly de-escalate conflicts.	Nuclear weapons will rapidly de-escalate conflicts.	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	Conflicts can not be circumvented with nuclear weapons	Conflicts can be circumvented with nuclear weapons	There is not a need for developing tactical nuclear weapons
0	0	0	There is a need for developing tactical nuclear weapons	both sides will not avoid threatening vital interests	both sides will avoid threatening vital interests	There is not a need for developing tactical nuclear weapons
1	0	0	There is a need for developing tactical nuclear weapons	Both the use and threat of nuclear weapons are not illegal	Both the use and threat of nuclear weapons are illegal	There is not a need for developing tactical nuclear weapons
0	0	0	Greece should default on its debt and return to the Drachma	Defaulting would not be the quickest route  to economic recovery	Defaulting would be the quickest route  to economic recovery	Greece should not default on its debt and return to the Drachma
1	0	0	Greece should default on its debt and return to the Drachma	A Greek default would not have a negative domino-effect on other Eurozone countries.	A Greek default would have a negative domino-effect on other Eurozone countries.	Greece should not default on its debt and return to the Drachma
1	0	0	The state should provide broadband internet through nationalized companies	The state can not work more effectively through the private sector	The state can work more effectively through the private sector	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	It would not provide an efficient service for everyone	It would provide an efficient service for everyone	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	In order for broadband access not to be an efficient service for all people, the government should provide it.	In order for broadband access to be an efficient service for all people, the government should provide it. 	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	Broadband access wo be an efficient service until it is provided through companies controlled by the state.	Broadband access won't be an efficient service until it is provided through companies controlled by the state.	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	The information age demands a right not to broadband access	The information age demands a right to broadband access	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	Broadband access should not be accessible by all people in this age of technological advances.	Broadband access should be accessible by all people in this age of technological advances.	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	Information belongs not to all people who have a right to access that information via broadband.	Information belongs to all people who have a right to access that information via broadband.	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	Broad-based access not to broadband is essential for countries to be competitive and to excel	Broad-based access to broadband is essential for countries to be competitive and to excel	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	Funding broadband internet is not a meaningful expenditure for each country.	Funding broadband internet is a meaningful expenditure for each country.	The state should not provide broadband internet through nationalized companies
0	0	0	The state should provide broadband internet through nationalized companies	Broad-based access not to broadband helps countries promote education and keep their businesses competitive too.	Broad-based access to broadband helps countries promote education and keep their businesses competitive too.	The state should not provide broadband internet through nationalized companies
0	0	0	Immunity for head of state is a good idea	 spoil avoid political stunt trials	Helps avoid political stunt trials	Immunity for head of state is not a good idea
0	0	0	Immunity for head of state is a good idea	Political stunt trails can not be avoided with this.	Political stunt trails can be avoided with this.	Immunity for head of state is not a good idea
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	 There are not more efficient policies than death penalty	 There are more efficient policies than death penalty	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	Other policies are not more efficient than using the death penalty.	Other policies are more efficient than using the death penalty.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty is an efficient policy.	The death penalty is not an efficient policy.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	we are not increasing the hate inside terrorist organizations and the dead person will be seen as a hero that animates their fight.	we are increasing the hate inside terrorist organizations and the dead person will be seen as a hero that animates their fight. 	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	It is not dangerous to impose the death penalty because the dead person would be seen as a hero to their terrorist organization.	It is dangerous to impose the death penalty because the dead person would be seen as a hero to their terrorist organization.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty for terrorists casue no their organizations to hate more and to idolize their dead.	The death penalty for terrorists causes their organizations to hate more and to idolize their dead.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	Execution spoil alleviate the overcrowding of prisons.	Execution helps alleviate the overcrowding of prisons.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	We could not make more room in the prison with execution punishment.	We could make more room in the prison with execution punishment.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The solution not to the overcrowding in prisons is execution.	The solution to the overcrowding in prisons is execution.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty can not produce irreversible miscarriages of justice.	The death penalty can produce irreversible miscarriages of justice.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty is not too absolute and too irreversible.	The death penalty is too absolute and too irreversible.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty is justice.	The death penalty is not justice.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty should not be used if someone commits first-degree murder.   They would receive the same treatment that they gave.	The death penalty should be used if someone commits first-degree murder.   They would receive the same treatment that they gave.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty should not apply as punishment for first-degree murder; an eye for an eye.	The death penalty should apply as punishment for first-degree murder; an eye for an eye.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty is not a financial burden on the state.	The death penalty is a financial burden on the state.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	It's a financial loss not to the state enforcing the death penalty.	It's a financial loss to the state enforcing the death penalty.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The penalty of death is not a crime deterrent.	The penalty of death is a crime deterrent.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	Crime can not be prevented by threatening the death penalty.	Crime can be prevented by threatening the death penalty.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty acts as a deterrent not to crime	The death penalty acts as a deterrent to crime	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	With the death penalty in place, crime is not deterred	With the death penalty in place, crime is deterred	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	State-sanctioned killing is not wrong.	State-sanctioned killing is wrong.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	It's wrong not to have the state enforce killing.	It's wrong to have the state enforce killing.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The sanctioning of the State not to kill is just immoral.	The sanctioning of the State to kill is just immoral.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	Many innocents don't have been killed because of the death penalty.	Many innocents have been killed because of the death penalty.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
1	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty doesn't have led to innocent people dying.	The death penalty has led to innocent people dying.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	 can not be reserved for the worst of the worst	Can be reserved for the worst of the worst	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty should not be used for the worst cases.	The death penalty should be used for the worst cases.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	The death penalty is not saved for the most horrible criminals.	The death penalty is saved for the most horrible criminals.	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death	Killers must not die to satisfy society	Killers must die to satisfy society	The Death Penalty should not Be Imposed For Acts Of Terror That Cause Death
0	0	0	There should be video replays for refs in football	Only in Top Class football - make a monitor available not to the match officials for replay of 'ball over the goal line' incidents only.	Only in Top Class football - make a monitor available to the match officials for replay of 'ball over the goal line' incidents only.	There should not be video replays for refs in football
1	0	0	There should be video replays for refs in football	Video replays would not take away from the entertainment	Video replays would take away from the entertainment	There should not be video replays for refs in football
1	0	0	There should be video replays for refs in football	A game is not less enjoyable if there is video replay.	A game is less enjoyable if there is video replay.	There should not be video replays for refs in football
0	0	0	There should be video replays for refs in football	Football is not political and we love to analyse	Football is political and we love to analyse	There should not be video replays for refs in football
1	0	0	There should be video replays for refs in football	It would not ruin football’s simplicity and non-exclusivity.	It would ruin football’s simplicity and non-exclusivity.	There should not be video replays for refs in football
1	0	0	There should be video replays for refs in football	Video replay makes the game less complicated.	Video replay makes the game more complicated.	There should not be video replays for refs in football
0	0	0	Raise the school leaving age to 18	With less education comes more opportunities	With more education comes more opportunities	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	Less Education Brings More Opportunities	More Education Brings More Opportunities	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	The less education you have the more opportunities	The more education you have the more opportunities	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	Less education brings more opportunities	More education brings more opportunities	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	Opportunities are not influenced by education	Opportunities are influenced by education	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	The longer they are not educated, the more opportunities they get	The longer they are educated, the more opportunities they get	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Forced education achieves much 	Forced education achieves little	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Much is accomplished when education is forced.	Little is accomplished when education is forced.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Education that is not forced does little.	Education that is forced does little.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Much 	Forced Education Achieves Little	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	 lower the school-leaving age is a crucial investment in society's future	Raising the school-leaving age is a crucial investment in society's future	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	A bad investment in society would be to raise the school leaving age.	A good investment in society would be to raise the school leaving age.	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	Society's future depends on lower the school-leaving age.	Society's future depends on raising the school-leaving age.	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	 lower the school-leaving age is a crucial investment in society’s future	Raising the school-leaving age is a crucial investment in society’s future	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	 lower the school learning age promotes equal opportunities	Raising the school learning age promotes equal opportunities	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	 lower the school leaving age promotes equal opportunities	Raising the school leaving age promotes equal opportunities	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	There are not cases where leaving school early is necessary	There are cases where leaving school early is necessary	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	 all skills are best learnt in a classroom environment.	Not all skills are best learnt in a classroom environment.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Some skills are not better learned outside the classroom.	Some skills are better learned outside the classroom.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	The classroom environment is ideal for all lessons.	The classroom environment is not ideal for all lessons.	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	The economy of the future requires less education	The economy of the future requires more education	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	In the future, the economy will not rely on those with more education.	In the future, the economy will rely on those with more education.	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	The economy don't need educated people in order to do well in the future.	The economy needs educated people in order to do well in the future.	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	Society doesn't have a moral responsibility to educate all its young people	Society has a moral responsibility to educate all its young people	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	Society should not make it easier for all young people to receive an education.	Society should make it easier for all young people to receive an education.	 lower the school leaving age to 18
0	0	0	Raise the school leaving age to 18	 harm from the increase in skills through their standard of living	Benefit from the increase in skills through their standard of living	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Young people should not have the choice to decide for themselves	Young people should have the choice to decide for themselves	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Young people should not have the freedom to make their own choices.	Young people should have the freedom to make their own choices.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Young people should not be able to think for themselves and make their own decisions.	Young people should be able to think for themselves and make their own decisions.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	 everyone is good at studying	Not everyone is good at studying	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Some people are not unable to handle the rigor of university-level coursework.	Some people are unable to handle the rigor of university-level coursework.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	We should force people to study if they aren't good at it and choose not to.	We shouldn't force people to study if they aren't good at it and choose not to.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	 everyone is good academically	not everyone is good academically	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	some people are good at studying	some people are not good at studying	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Compulsory studying would not be taking young people out of the workforce	Compulsory studying would be taking young people out of the workforce	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	Making university education compulsory would not take young people out of the workforce.	Making university education compulsory would take young people out of the workforce.	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	some young people would not be taken out of workforce by compulsory studying	some young people would be taken out of workforce by compulsory studying	 lower the school leaving age to 18
1	0	0	Raise the school leaving age to 18	compulsory studying may not remove young people from the workforce	compulsory studying may remove young people from the workforce	 lower the school leaving age to 18
0	0	0	Slang prevent young people from being able to communicate properly	Slang prevents young people not to become potential employers as well as prepared for the future	Slang prevents young people to become potential employers as well as prepared for the future	Slang prevent young people from being able not to communicate properly
0	0	0	We must extend NATO membership to Georgia and Ukraine	Expansion is not in the interests of NATO	Expansion is in the interests of NATO	We must not extend NATO membership to Georgia and Ukraine
0	0	0	We must extend NATO membership to Georgia and Ukraine	NATO will not look to get bigger.	NATO will look to get bigger.	We must not extend NATO membership to Georgia and Ukraine
0	0	0	We must extend NATO membership to Georgia and Ukraine	The people of Ukraine and Georgia want not to join	The people of Ukraine and Georgia want to join	We must not extend NATO membership to Georgia and Ukraine
0	0	0	We must extend NATO membership to Georgia and Ukraine	Georgia and Ukraine wants not to be an ally.	Georgia and Ukraine wants to be an ally.	We must not extend NATO membership to Georgia and Ukraine
0	0	0	We must extend NATO membership to Georgia and Ukraine	There is not a strong precedent for expansion	There is a strong precedent for expansion	We must not extend NATO membership to Georgia and Ukraine
0	0	0	We must extend NATO membership to Georgia and Ukraine	Expansion is not inevitable.	Expansion is inevitable.	We must not extend NATO membership to Georgia and Ukraine
1	0	0	Net neutrality should be restored	Net neutrality regulations are not unnecessary because the internet developed amazingly well in their absence	Net neutrality regulations are unnecessary because the internet developed amazingly well in their absence	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	Net neutrality increase investment in internet services resulting in less access and higher costs for consumers	Net neutrality reduces investment in internet services resulting in less access and higher costs for consumers	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality destroy consumers by preventing ISPs from speeding, slowing, or charging higher fees for select online content	Net neutrality protects consumers by preventing ISPs from speeding, slowing, or charging higher fees for select online content	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality is not good because it stops the select groups from overcharging for exlcusvie content.	Net neutrality is good because it stops the select groups from overcharging for exlcusvie content.	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Exclusive content and internet speeds can not be prevented with net neutrality.	Exclusive content and internet speeds can be prevented with net neutrality.	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality will not protect the consumer from fee changes	Net neutrality will protect the consumer from fee changes	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	With net neutrality, consumers are not safe from ISP fee changes	With net neutrality, consumers are safe from ISP fee changes	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	Net neutrality created burdensome and overreaching regulations not to govern the internet	Net neutrality created burdensome and overreaching regulations to govern the internet	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	Net neutrality makes the internet more enjoyable.	Net neutrality makes the internet less enjoyable.	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	net neutrality can not create burdens	net neutrality can create burdens 	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	net neutrality can not create problems	net neutrality can create problems	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	Innovation would not slow.	Innovation would slow.	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Free speech is not a right that should be allowed online.	Free speech is a right that should be allowed online.	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Blocking content violates noone 's right to free speech.	Blocking content violates everyone's right to free speech.	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality destroy free speech from internet service provider threats	Net neutrality protects free speech from internet service provider threats	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality like in democracy , will not develop and preserve democracy and free speech.	Net neutrality like in democracy , will develop and preserve democracy and free speech.	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality in a democratic society will not provide a free and open internet	Net neutrality in a democratic society will provide a free and open internet	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality spoil preserve democracy and free speech	Net neutrality helps preserve democracy and free speech	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality is not required to preserve the existing structure of the internet.	Net neutrality is required to preserve the existing structure of the internet.	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	A government that ensures net neutrality is not one that violates principles of freedom.	A government that ensures net neutrality is one that violates principles of freedom.	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	No government in any democratically set up country should not prevent net neutrality as it violates the principles of freedom	No government in any democratically set up country should prevent net neutrality as it violates the principles of freedom	Net neutrality should not be restored
1	0	0	Net neutrality should be restored	Any method of imposing prevention in net neutrality will not be a blow to internet freedom	Any method of imposing prevention in net neutrality will be a blow to internet freedom	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	Net neutrality provides a level playing field for noone .	Net neutrality provides a level playing field for everyone.	Net neutrality should not be restored
0	0	0	Net neutrality should be restored	net neutrality is not good for competing	net neutrality is good for competing 	Net neutrality should not be restored
0	0	0	States ought not possess nuclear weapons	Nuclear waste disposal is not rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  	Nuclear waste disposal is rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	Disarmament is not impossible, rendering efforts to disarm pointless and simply wasteful	Disarmament is impossible, rendering efforts to disarm pointless and simply wasteful	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	 would not anyone disarm?	Would anyone disarm?	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	Disarmament would not actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed	Disarmament would actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	Disarmament would not actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.	Disarmament would actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	Disarmament would not actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.	Disarmament would actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	The abolition of nuclear weapons would not actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons	The abolition of nuclear weapons would actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	Proliferation of nuclear weapons decrease the chances of nuclear accidents	Proliferation of nuclear weapons increases the chances of nuclear accidents	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	It is not immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims	It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	Nuclear weapons can not fall into the wrong hands.	Nuclear weapons can fall into the wrong hands.	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	States will not give terrorists nuclear weapons	States will give terrorists nuclear weapons	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	Terrorists will not steal nuclear weapons from poorly guarded arsenals	Terrorists will steal nuclear weapons from poorly guarded arsenals	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	The nukes can not end up being used against us.	The nukes can end up being used against us.	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	It's conceivable that the wrong people will not have the weapons.	It's conceivable that the wrong people will have the weapons.	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	Humanitarian missions would be possible in states that have nuclear weapons.	Humanitarian missions would not be possible in states that have nuclear weapons.	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	It is not very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.	It is very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	The threat of a state developing nuclear weapons could not instigate pre-emptive strikes from its neighbours and rivals to prevent the acquisition of such weapons	The threat of a state developing nuclear weapons could instigate pre-emptive strikes from its neighbours and rivals to prevent the acquisition of such weapons	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	Other countries could not strike against those developing nuclear weapons to protect themselves.	Other countries could strike against those developing nuclear weapons to protect themselves.	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	 Not to keep other countries from obtaining a nuclear arsenal, other nations may pre-emptively strike.	To keep other countries from obtaining a nuclear arsenal, other nations may pre-emptively strike.	States ought possess nuclear weapons
