Label	x	y	claim	opposite_perspective
0	0	0	Abolish nuclear weapons	countries have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon but it is not true.
0	0	0	Abolish nuclear weapons	all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons but it is not true.
1	0	0	Abolish nuclear weapons	Possessing nuclear weapons will be counter to the peaceful interests of states but it is not true.
0	0	0	Abolish nuclear weapons	No country has an inherent right to invade or use aggression against another. but it is not true.
1	0	0	Abolish nuclear weapons	The United States has an obligation to protect international stability due to its unique military strength. but it is not true.
1	0	0	Abolish nuclear weapons	The US must protect the international community. but it is not true.
1	0	0	Abolish nuclear weapons	The US military is needed to ensure peace. but it is not true.
1	0	0	Abolish nuclear weapons	[Iran specific] Others, particularly Israel, would act if the United States did not but it is not true.
1	0	0	Abolish nuclear weapons	If the US does not act on Iran, Israel will but it is not true.
1	0	0	Abolish nuclear weapons	Nuclear waste disposal is rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons   but it is not true.
0	0	0	Abolish nuclear weapons	Small countries would be able to pursue their independence without having to rely on larger countries. but it is not true.
0	0	0	Abolish nuclear weapons	Disarmament would actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed. but it is not true.
0	0	0	Abolish nuclear weapons	Small countries would no longer need the protection of larger ones, so could become more politically independent. but it is not true.
0	0	0	Abolish nuclear weapons	Disarmament would actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed. but it is not true.
0	0	0	Abolish nuclear weapons	Disarmament would actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed but it is not true.
0	0	0	Abolish nuclear weapons	Thus the super power model will be broken and small countries will be finally given the chance to have political independence without the need of protection from a ‘big brother’. but it is not true.
0	0	0	Abolish nuclear weapons	The abolition of nuclear weapons would actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons but it is not true.
1	0	0	Abolish nuclear weapons	Proliferation of nuclear weapons increases the chances of nuclear accidents but it is not true.
1	0	0	Abolish nuclear weapons	Irrational leaders make the possession of nuclear weapons dangerous but it is not true.
1	0	0	Abolish nuclear weapons	It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims but it is not true.
0	0	0	Abolish nuclear weapons	All the people worldwide have the same rights and are equal to one another.  but it is not true.
0	0	0	Abolish nuclear weapons	The pursuit of nuclear defence (respectively the possession of nuclear weapons) by more countries is a guarantee for peace.  but it is not true.
0	0	0	Abolish nuclear weapons	any conflict will rapidly de-escalate but it is not true.
0	0	0	Abolish nuclear weapons	Nuclear weapons will rapidly de-escalate conflicts. but it is not true.
0	0	0	Abolish nuclear weapons	Conflicts can be circumvented with nuclear weapons but it is not true.
0	0	0	Abolish nuclear weapons	both sides will avoid threatening vital interests but it is not true.
1	0	0	Abolish nuclear weapons	The development of tactical nuclear weapons by one state would lead to a new global arms race. but it is not true.
0	0	0	Abolish nuclear weapons	Countries need to design nuclear devices to adapt with changing defensive technology. but it is not true.
1	0	0	Abolish nuclear weapons	Tactical nuclear weapons are very expensive to design and build, yet will likely have no new strategic value. but it is not true.
0	0	0	Abolish nuclear weapons	Tactical nuclear warheads are more serviceable for use in intimidation and retaliation toward enemies, as they are considerably less catastrophically destructive than those of current nuclear arsenals. but it is not true.
1	0	0	Abolish nuclear weapons	The way tactical nuclear weapons need to be deployed control of their use is devolved to field commanders, vastly increasing the probability that in the event of conflict they would be used. but it is not true.
1	0	0	We should ban the depiction of smoking in films	Tobacco companies may use movies to circumvent bans on advertising cigarettes but it is not true.
1	0	0	We should ban the depiction of smoking in films	Smoking in movies is often used as a way for tobacco companies to promote their products. but it is not true.
1	0	0	We should ban the depiction of smoking in films	Advertising for cigarettes is often times done simply by using smoking in films. but it is not true.
1	0	0	We should ban the depiction of smoking in films	Depictions of glamourous and famous people smoking could be seen as an endorsement of the habit but it is not true.
0	0	0	We should ban the depiction of smoking in films	Film does not directly influence the actions and decisions of individuals but it is not true.
0	0	0	We should ban the depiction of smoking in films	Smoking and drinking in films has not been proven as a direct influence of the viewers. but it is not true.
0	0	0	We should ban the depiction of smoking in films	Censoring the depiction of smoking, will not change the choices individuals make. but it is not true.
1	0	0	We should ban the depiction of smoking in films	The act of smoking is often portrayed postively in films but it is not true.
0	0	0	We should ban the depiction of smoking in films	A blanket ban on depictions of smoking ignores the context that it might be used in by directors but it is not true.
0	0	0	We should ban the depiction of smoking in films	The state has no right to interfere in this particular form of free expression but it is not true.
0	0	0	We should ban the depiction of smoking in films	Films have the right to free expression, therefore there is no right to ban smoking in films. but it is not true.
0	0	0	We should ban the depiction of smoking in films	Due to the Universal Right to Free Expression, the government has no right to interfere with the depiction of smoking in movies. but it is not true.
0	0	0	The US should have done more for Darfur	The Conflict is an internal inter-tribal conflict – arming the Darfur tribes would be better but it is not true.
0	0	0	The US should have done more for Darfur	Airstrikes would likely be politically ineffective but it is not true.
0	0	0	The US should have done more for Darfur	Intervention might destabilize the peace deal in the South but it is not true.
0	0	0	The US should have done more for Darfur	Intervention would affect the existing peace deal.  but it is not true.
1	0	0	Wind farms are a good solution to the energy crisis	Wind Farms Help Reduce Carbon Emissions but it is not true.
1	0	0	Wind farms are a good solution to the energy crisis	Cost will make energy prices rise but it is not true.
1	0	0	The European Union should be a trade bloc rather than a political union	A European political union intrudes on its members’ sovereignty but it is not true.
1	0	0	The European Union should be a trade bloc rather than a political union	Member's sovereignty is intruded on by the European Union. but it is not true.
1	0	0	The European Union should be a trade bloc rather than a political union	The European Union infringes on its members. but it is not true.
0	0	0	The European Union should be a trade bloc rather than a political union	Political union has numerous non-economic benefits which a trade bloc lacks but it is not true.
1	0	0	The European Union should be a trade bloc rather than a political union	The EU as a trade bloc would be more inclusive to current and new members but it is not true.
1	0	0	The European Union should be a trade bloc rather than a political union	A European trade bloc can succeed without a political union but it is not true.
0	0	0	The European Union should be a trade bloc rather than a political union	The EU now has the necessary foreign policy organs. but it is not true.
0	0	0	We must invade and forcibly reunify the Korean peninsula	Reunification of the Korea peninsular is unaffordable but it is not true.
0	0	0	We must invade and forcibly reunify the Korean peninsula	"Forcible ""liberation"" is contrary to the principle of self determination" but it is not true.
0	0	0	We must invade and forcibly reunify the Korean peninsula	Forcible liberation is not moral. but it is not true.
0	0	0	We must invade and forcibly reunify the Korean peninsula	There is little interest in unification among young people in South Korea but it is not true.
0	0	0	We must invade and forcibly reunify the Korean peninsula	Young People in South Korea are okay with no unity. but it is not true.
0	0	0	Any society must have a national minimum wage	The minimum wage restricts an individual’s fundamental right to work but it is not true.
0	0	0	Any society must have a national minimum wage	Minimum wage should not deter a person from working. but it is not true.
0	0	0	Any society must have a national minimum wage	The right to work for an individual should not rely on lowering the minimum wage. but it is not true.
0	0	0	Any society must have a national minimum wage	The minimum wage is little more than a political tool that ultimately harms the overall economy by raising the unemployment rate and driving businesses elsewhere but it is not true.
0	0	0	Any society must have a national minimum wage	Raising the minimum wage should not harm small businesses. but it is not true.
0	0	0	Any society must have a national minimum wage	Politicians use the minimum wage as a bargaining tool. but it is not true.
1	0	0	Any society must have a national minimum wage	The minimum wage encourages people to join the workforce rather than pursuing income through illegal channels but it is not true.
1	0	0	Any society must have a national minimum wage	The minimum wage provides a baseline minimum allowing people to embark freely in the pursuit of happiness but it is not true.
1	0	0	Any society must have a national minimum wage	Minimum wage is an effective baseline for free pursuit of happiness. but it is not true.
1	0	0	Any society must have a national minimum wage	Higher wages boost economic growth but it is not true.
1	0	0	Any society must have a national minimum wage	Economic growth is boosted by higher wages but it is not true.
0	0	0	Any society must have a national minimum wage	The free market tends to treat workers fairly but it is not true.
1	0	0	Any society must have a national minimum wage	The minimum wage aids in the propagation of social justice and the fair treatment of workers but it is not true.
1	0	0	Any society must have a national minimum wage	Minimum wage is an effective component of social justice and the fair treatment of workers. but it is not true.
1	0	0	Any society must have a national minimum wage	Minimum wage helps continue social justice and fair treatment for workers. but it is not true.
1	0	0	Europe still needs a constitution	The ECJ has often been accused of over-stepping the legitimate boundaries of  but it is not true.
1	0	0	Europe still needs a constitution	The ECJ has often been accused of over-stepping its legitimate boundaries. but it is not true.
1	0	0	Europe still needs a constitution	The ECJ has frequently been accused of over-stepping legitimate boundaries. but it is not true.
1	0	0	Europe still needs a constitution	The ECJ has continuously been accused of over-stepping the legitimate boundaries of  but it is not true.
1	0	0	Europe still needs a constitution	The ECJ has often been  seen to over -step the legitimate boundaries of  but it is not true.
1	0	0	Europe still needs a constitution	There already are constitutional documents but it is not true.
1	0	0	Europe still needs a constitution	Constitutional documents are already in place. but it is not true.
1	0	0	Europe still needs a constitution	A new constitution would be redundant. but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Playoffs Result in More Injuries and Hurt Academics but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Playoffs begit injuries to both man and academics but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Playoffs cause damaged academics and more injuries. but it is not true.
1	0	0	Playoffs must be implemented in collegiate level american football	Playoffs Lead To More Exposure but it is not true.
1	0	0	Playoffs must be implemented in collegiate level american football	College football wants to be exposed but it is not true.
1	0	0	Playoffs must be implemented in collegiate level american football	To increase exposure seek the playoffs. but it is not true.
1	0	0	Playoffs must be implemented in collegiate level american football	More exposure comes from playoffs. but it is not true.
1	0	0	Playoffs must be implemented in collegiate level american football	Playoffs cause more exposure. but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Playoffs Would Earn Less money but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Playoffs Would Not Benefit Fans but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Playoffs have no benefits for fans. but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Fans would not benefit from playoffs. but it is not true.
0	0	0	Playoffs must be implemented in collegiate level american football	Banning Playoffs Offer Greater Fairness but it is not true.
1	0	0	Playoffs must be implemented in collegiate level american football	Playoffs Offer More Suspense but it is not true.
1	0	0	All evidence gathered by intelligence agencies should be admissible in courts of law	There is no fundamental reason for keeping some type of evidence inadmissible but it is not true.
1	0	0	All evidence gathered by intelligence agencies should be admissible in courts of law	No intelligence gathered evidence should be withheld from courts. but it is not true.
1	0	0	All evidence gathered by intelligence agencies should be admissible in courts of law	All intelligence gathered should be presented in legal courts. but it is not true.
1	0	0	All evidence gathered by intelligence agencies should be admissible in courts of law	More evidence in courts of law would help to fight terrorism and organized crime but it is not true.
1	0	0	All evidence gathered by intelligence agencies should be admissible in courts of law	Using inadmissible evidence in court would improve the ability to combat terrorism and organized crime. but it is not true.
1	0	0	All evidence gathered by intelligence agencies should be admissible in courts of law	Preventing intelligence gathered by agencies from being used in court harms the ability to fight terrorism. but it is not true.
0	0	0	Britain should join the Euro currency	Losing the Queen's head on banknotes is NOT a minor issue, it symbolises Britain losing her identity and control over her own economy. but it is not true.
1	0	0	Britain should join the Euro currency	Joining the Euro would reduce the cost of travel in Europe. but it is not true.
1	0	0	Britain should join the Euro currency	Britain will lose economically if she stays out of the Euro over the long term. but it is not true.
1	0	0	Britain should join the Euro currency	Amid all the Euroscepticism (sic) and xenophobic scaremongering so typical of the British tabloids, Britain forgets the advantage of cheaper goods would come with her entry into the European single currency. but it is not true.
0	0	0	Britain should join the Euro currency	In joining the single currency, Britain would have to surrender her sovereignty and allow Brussels (where the EU is based) to dictate her financial affairs. but it is not true.
0	0	0	Britain should join the Euro currency	Britain would have to follow the lead of Brussels if they joined the European currency. but it is not true.
0	0	0	Britain should join the Euro currency	Britain would have less of a say in how they deal with their economy if they gave up their sovereignty and joined the European currency. but it is not true.
1	0	0	Corporal punishment be used in K-12 schools.	Corporal punishment is the appropriate discipline for certain children when used in moderation. but it is not true.
1	0	0	Corporal punishment be used in K-12 schools.	used in moderation corperal punishment can be appropriate for certain children but it is not true.
1	0	0	Corporal punishment be used in K-12 schools.	certain children can appropriately be diciplined by corpral punishment but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	Corporal punishment creates an unsafe and violent school environment. but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	an unsafe and violent school environment is the affect of corporal punishment but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	corporal punishment will negatively affect the school experience for chiildren but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	Corporal punishment is an inappropriate punishment that harms the education of children. but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	the education of children will be hindered by corporal punishment but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	it is inappropriate to use corporal punishment on children as it can affect their education but it is not true.
1	0	0	Corporal punishment be used in K-12 schools.	Corporal punishment sets clear boundaries and motivates children to behave in school. but it is not true.
1	0	0	Corporal punishment be used in K-12 schools.	the clear boundaries set by corporal punishment can promote children behaving in school. but it is not true.
1	0	0	Corporal punishment be used in K-12 schools.	to motivate children to behave in school try corporal punishment but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	Corporal punishment can inflict long-lasting physical and mental harm on students. but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	long lasting physical and mental harm can be caused by corporal punishment but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	by using corporal punishment you can cause serious mental and physical damage but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	Allowing children to be hit sends the message that it is OK to treat children in this way. but it is not true.
0	0	0	Corporal punishment be used in K-12 schools.	Parental consent would create two 'classes’ of pupil. but it is not true.
1	0	0	Corporal punishment be used in K-12 schools.	The other options to discipline pupils are not helpful. but it is not true.
1	0	0	The USA's social security schemes should be privatized	Privatising social security will increase the amount of money that reitrees can draw on but it is not true.
1	0	0	The USA's social security schemes should be privatized	Social Security going private would increase efficiencies and allow retirees to see more of their money but it is not true.
1	0	0	The USA's social security schemes should be privatized	The privatization of Social Security would allow more funds to be paid out to retirees but it is not true.
0	0	0	The USA's social security schemes should be privatized	Privatising social security will harm retirees but it is not true.
0	0	0	The USA's social security schemes should be privatized	Retirees will suffer if social security is privatized. but it is not true.
0	0	0	The USA's social security schemes should be privatized	Privatized social security is a bad idea. but it is not true.
0	0	0	The USA's social security schemes should be privatized	social security should not be private but it is not true.
0	0	0	The USA's social security schemes should be privatized	social secrity need not be provate but it is not true.
0	0	0	The USA's social security schemes should be privatized	Privatising the social security system would harm economic growth but it is not true.
1	0	0	The USA's social security schemes should be privatized	Privatising social security would improve economic growth but it is not true.
1	0	0	The USA's social security schemes should be privatized	Individual investment accounts would boost economic growth by injecting money back into America's financial system.  but it is not true.
1	0	0	The USA's social security schemes should be privatized	Privatizing Social Security would reduce Government waste and hence, improve the nation's economy but it is not true.
1	0	0	The USA's social security schemes should be privatized	The economy would see a boost from a privatization of Social Security but it is not true.
0	0	0	The USA's social security schemes should be privatized	Privatizing Social Security would do nothing to solve its impending insolvency, and would actually make it worse.  but it is not true.
0	0	0	The USA's social security schemes should be privatized	Privatizing Social Security will not solve its problems. but it is not true.
1	0	0	The USA's social security schemes should be privatized	Private accounts benefit the poor and minorities.  but it is not true.
0	0	0	The USA's social security schemes should be privatized	"The accusation that Social Security has been ""raided"" by the federal government is misleading and does not provide a justification for privatizing the program. " but it is not true.
0	0	0	The USA's social security schemes should be privatized	Privatizing Social Security will put billions of dollars into the pockets of Wall Street financial services corporations in the form of brokerage and management fees.  but it is not true.
0	0	0	The USA's social security schemes should be privatized	Other policy changes can fix Social Security more effectively and less disruptively than privatization.  but it is not true.
0	0	0	The USA's social security schemes should be privatized	Privatizing Social Security would expand, not reduce, government bureaucracy.  but it is not true.
0	0	0	The USA's social security schemes should be privatized	MOre government would be needed to oversee the privatization of Social Security. but it is not true.
0	0	0	The USA's social security schemes should be privatized	Social Security is an equalizer, leveling the playing field for rich and poor, whereas private accounts would favor the wealthy.  but it is not true.
1	0	0	The USA's social security schemes should be privatized	Private accounts would allow benefits to be inherited.  but it is not true.
1	0	0	The USA's social security schemes should be privatized	Private accounts give individuals control over their retirement decisions.  but it is not true.
0	0	0	The USA's social security schemes should be privatized	Many people lack the basic financial literacy to make wise investment decisions on their own.  but it is not true.
0	0	0	People on job seekers allowance who refuse a job should lose their benefits	Treats the long term unemployed like criminals. but it is not true.
0	0	0	People on job seekers allowance who refuse a job should lose their benefits	Treats the long term unemployed as if they are the problem.  but it is not true.
0	0	0	People on job seekers allowance who refuse a job should lose their benefits	Treats the long term unemployed as if they are bad. but it is not true.
0	0	0	People on job seekers allowance who refuse a job should lose their benefits	Forces people to rush and go for jobs they genuinely can’t do. but it is not true.
1	0	0	All third world debt should be dropped	The citizens shouldn't suffer because of what the government has signed them up for. but it is not true.
1	0	0	All third world debt should be dropped	The citizens of these countries are victims of their governments' ineffectiveness. but it is not true.
1	0	0	All third world debt should be dropped	the citizen should not suffer because of government choice  but it is not true.
1	0	0	All third world debt should be dropped	the citizen should not take responsibility for government's choices of program but it is not true.
0	0	0	All third world debt should be dropped	Dropping the debts will not help the population because of corruption but it is not true.
1	0	0	All third world debt should be dropped	The loans are preventing economic stability but it is not true.
1	0	0	All third world debt should be dropped	economic stability are jepordized by loans but it is not true.
1	0	0	All third world debt should be dropped	the loans stop economy from stabilize but it is not true.
0	0	0	All third world debt should be dropped	Dropping the debts may encourage the debtors to purposely take out loans that they cannot repay but it is not true.
0	0	0	All third world debt should be dropped	If dropped, Third World Countries may decide to take more loans with the hopes of not paying them back but it is not true.
0	0	0	All third world debt should be dropped	dropping the debts may encourage borrowers to take advantage but it is not true.
0	0	0	All third world debt should be dropped	dropping debts may increase number non repaid loan to increase but it is not true.
0	0	0	People should lose their jobs for saying the wrong thing	it breaks down the relationship of employment but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	Yes, people should be accountable for what they say if it's inappropriate. but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	people need to be accountable for what is said but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	people need accountability if what they say is not appropriate  but it is not true.
0	0	0	People should lose their jobs for saying the wrong thing	Where will you get the chance to say what you really mean? but it is not true.
0	0	0	People should lose their jobs for saying the wrong thing	If you can't say something on the job, then where can you? but it is not true.
0	0	0	People should lose their jobs for saying the wrong thing	Where else can you say what you want? but it is not true.
0	0	0	People should lose their jobs for saying the wrong thing	Does the place where speaking your mind is alright exists? but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	It is not professional but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	Saying the wrong thing at work should lead to dismissal since it shows a lack of professionalism. but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	Saying the wrong thing at work could cost a company money and should cause employees to lose jobs. but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	It is not professional at all but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	It is not at all professional  but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	Supporting an employee after such a statement could imply agreement by the employer but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	Yes, it is against the law. but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	This should happen because they are breaking a law. but it is not true.
1	0	0	People should lose their jobs for saying the wrong thing	Yes, this should happen when a law is broken.  but it is not true.
1	0	0	The glass ceiling for women still exists	Males still dominate the top positions but it is not true.
1	0	0	The glass ceiling for women still exists	Males still hold the majority of high positions.  but it is not true.
1	0	0	The glass ceiling for women still exists	High positions are still mostly held by men. but it is not true.
0	0	0	The glass ceiling for women still exists	The Future is Brighter for Women than it is for Men. but it is not true.
0	0	0	The glass ceiling for women still exists	Women are getting the most prestigious of jobs now but it is not true.
0	0	0	The glass ceiling for women still exists	Currently women are getting the most respected jobs. but it is not true.
0	0	0	The glass ceiling for women still exists	Women are currently obtaining the most respected jobs.  but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	NGOs do not deliver aid effectively but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	NGOs are inefficient in foreign aid. but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	Foreign aid isn't being distributed efficiently by NGOs. but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	NGOs are not effective at delivering aid but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	It is not good to rely on NGO's for aid but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	Supporting domestic development and domestic markets but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	Combating corruption but it is not true.
1	0	0	You should always suspend directly delivered foreign development aid	Preventing dependence but it is not true.
1	0	0	We should ban the church of scientology	It neglects those in desperate need of psycological help. but it is not true.
0	0	0	We should ban the church of scientology	This is Tyrrany of the majority but it is not true.
0	0	0	We should ban the church of scientology	this would create a precedent for religious intollerance but it is not true.
1	0	0	We should ban the church of scientology	Scientology has a hideous record of harrrassing critics. but it is not true.
1	0	0	We should ban the church of scientology	Scientology has a reputation for targetting skeptics. but it is not true.
1	0	0	We should ban the church of scientology	Scientology has an established strategy of vilifying critics. but it is not true.
1	0	0	We should ban the church of scientology	It is a mockery of religion. but it is not true.
1	0	0	We should ban the church of scientology	It defiles long held religious norms and practices. but it is not true.
0	0	0	We should ban the church of scientology	this is a personal belief but it is not true.
1	0	0	We should ban the church of scientology	It is stealing money from the weak. but it is not true.
1	0	0	We should ban the church of scientology	Their actions siphon money from the disadvantaged and malleable. but it is not true.
1	0	0	We should ban the church of scientology	They have been known to siphon money from the vulernable. but it is not true.
0	0	0	The new technologies will make entrepreneurs of Africa’s youth	Technology remains insecure and a security risk. but it is not true.
0	0	0	The new technologies will make entrepreneurs of Africa’s youth	Technology is not secure enough but it is not true.
0	0	0	The new technologies will make entrepreneurs of Africa’s youth	Technology will not result in entrepreneurialism without providing a foundational basis.  but it is not true.
0	0	0	The new technologies will make entrepreneurs of Africa’s youth	Technology will not result in entrepreneurialism in today's curriculum. but it is not true.
0	0	0	The new technologies will make entrepreneurs of Africa’s youth	Technology has only benefited private companies. but it is not true.
0	0	0	The new technologies will make entrepreneurs of Africa’s youth	The technological revolution has been hyped. but it is not true.
1	0	0	In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution	Only a two-state solution can satisfy both sides  but it is not true.
1	0	0	In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution	a two state solution can help both sides but it is not true.
1	0	0	In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution	we need two state solution can satisfy both sides  but it is not true.
1	0	0	In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution	Both sides can only be helped if they have two separate states. but it is not true.
1	0	0	In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution	Being single states would help both Palestine and Israel. but it is not true.
1	0	0	In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution	A two-state solution is best for peace but it is not true.
1	0	0	In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution	a two state solution is the best way for peace but it is not true.
0	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	The whole team should not be held accountable for something that they might not have been aware of. but it is not true.
1	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	Not being harsh on doping causes a race to the bottom but it is not true.
1	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	Being lenient with PED abuse quickly leads to an environment of competetive and  widespread skirting and abuse. but it is not true.
1	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	Tolerating doping in any form inevitibly leads to a culture of where not using PEDs is punished, as everyone uses them to get an edge. but it is not true.
0	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	Heavy punishments such as striping an athlete of their medal should be person-specific. but it is not true.
0	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	Summary- punishing the 'entire' team by taking away their medals not going to bring intended benefits prop suggests. but it is not true.
0	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	taking away the medals of the entire team may not bring the benefits we want but it is not true.
0	0	0	A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals	taking away the medals of the entire team may not bring the result we want but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	Governments should not allow forums for hate speech to flourish but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	Governments are actively involved in helping to stifle hate speech by imposing penalties. but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	Governments should enact laws that impose penalties on websites that promote hate speech. but it is not true.
0	0	0	Access to the websites that deny the Holocaust must be blocked	The internet should operate on the basis of net neutrality but it is not true.
0	0	0	Access to the websites that deny the Holocaust must be blocked	The organizers will go underground but it is not true.
0	0	0	Access to the websites that deny the Holocaust must be blocked	Everyone has a right to freedom of expression but it is not true.
0	0	0	Access to the websites that deny the Holocaust must be blocked	No one should be denied their beliefs  but it is not true.
0	0	0	Access to the websites that deny the Holocaust must be blocked	everyone should be able to speak freely but it is not true.
0	0	0	Access to the websites that deny the Holocaust must be blocked	Freedom of expression is everyone's right. but it is not true.
0	0	0	Access to the websites that deny the Holocaust must be blocked	The right to freedom of expression belongs to everyone. but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	A ban would stop Holocaust deniers from engaging in effective real world actions but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	A ban would help prevent deniers from spreading their views but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	A ban might stop them from spreading lies but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	A ban would cease Holocaust deniers from taking part in real world actions. but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	To stop Holocaust deniers from engaging in real world actions a ban would be needed. but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	The freedom of Holocaust deniers to use to the internet legitimizes their organization and message in eyes of consumers but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	Using the internet and their freedom Holocaust deniers legitimize their organization and message in the eyes of consumers. but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	Being able to use the internet the Holocaust deniers can legitimize their organization and message in the eyes of consumers. but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	Holocaust denial sites are an attack on group identities but it is not true.
1	0	0	Access to the websites that deny the Holocaust must be blocked	Holocaust denial sites are an attack against those Jews, gypsies, priests and Nazi resistors. but it is not true.
0	0	0	We must disband NATO	NATO is a vital instrument to make the world safer but it is not true.
0	0	0	We must disband NATO	NATO is paramount to keeping the world a safer place. but it is not true.
0	0	0	We must disband NATO	NATO is vital to maintain peace. but it is not true.
0	0	0	We must disband NATO	NATO provides the EU with an effective joint military capability but it is not true.
1	0	0	We must disband NATO	NATO costs too much  but it is not true.
1	0	0	We must disband NATO	NATO is a drain on our resources. but it is not true.
1	0	0	We must disband NATO	The cost of NATO is more than it's value. but it is not true.
0	0	0	We must disband NATO	NATO provides the UN with an effective joint military capability but it is not true.
0	0	0	We must disband NATO	NATO is an effective joint military asset for the UN. but it is not true.
0	0	0	We must disband NATO	NATO gives the UN a critical joint military capability. but it is not true.
1	0	0	We must disband NATO	NATO runs the unacceptable risk of accidental escalation but it is not true.
1	0	0	We must disband NATO	NATO could actually cause or compound conflict. but it is not true.
0	0	0	Racial quotas must be set in South African rugby	Quotas can drive players away. but it is not true.
0	0	0	Racial quotas must be set in South African rugby	Racial quotas don’t develop new players but it is not true.
0	0	0	Russia is a land of democracy (not autocracy)	Russian mountains seem to have hidden its politics and created a shadow of deception upon the world Russian cold weather seems to have kept its intentions in the dark of the Siberian tundra... but it is not true.
0	0	0	Russia is a land of democracy (not autocracy)	Corruption, an essential issue in Russia,  is due to the strong leadership but it is not true.
0	0	0	Russia is a land of democracy (not autocracy)	Russian leadership causes corruption. but it is not true.
0	0	0	Russia is a land of democracy (not autocracy)	Corruption is ever-present in Russia and comes from the top-down. but it is not true.
0	0	0	Russia is a land of democracy (not autocracy)	The strong leadership in Russia has only led to corruption but it is not true.
0	0	0	Russia is a land of democracy (not autocracy)	One result of strong  Russian leadership is corruption but it is not true.
